Organization Name,Emission Year,Facility Name,Source Name,Activity Type,Fuel Type,Fuel,End Use Sector,Technology,CO2e
California Department of Conservation,2010,El Centro (DOGGR),Purchased Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,7.26396
California Department of Conservation,2010,Fleet Vehicles,Alternate Fuel Vehicles,Mobile Combustion - Scope 1,Alternative Fuels,Compressed Natural Gas (CNG),Light Duty Vehicles,Unspecified Technology,0.23066
California Department of Conservation,2010,Fleet Vehicles,Diesel Fuel Vehicles,Mobile Combustion - Scope 1,Diesel Fuel,All,Diesel Light Trucks,Moderate Control,0.71968
California Department of Conservation,2010,Fleet Vehicles,Passenger vehicles and trucks,Mobile Combustion - Scope 1,Motor Gasoline,All,Gasoline Passenger Cars,Cars (Model Year 2005),495.00705
California Department of Conservation,2010,Menlo Park (CGS),Purchased Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,47.45442
California Department of Conservation,2010,Sacramento (HQ),Purchased Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,1011.83996
California Department of Conservation,2010,Sacramento (Warehouse),Purchased Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,6.11858
California Department of Conservation,2010,Santa Maria (DOGGR),Purchased Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,7.64426
California Department of Conservation,2010,Ventura (DOGGR),Purchased Electricty,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,16.46297
California Department of Conservation,2011,Bakerfield (DOGGR),Purchased Electricty,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,44.42353
California Department of Conservation,2011,Coalinga (DOGGR),Purchased Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,5.6939
California Department of Conservation,2011,Coalinga (DOGGR),Gas purchase Therms,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,1.47774
California Department of Conservation,2011,Cypress (DOGGR),Purchased Electricty,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,43.06491
California Department of Conservation,2011,El Centro (DOGGR),Purchased Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,7.26396
California Department of Conservation,2011,Fleet Vehicles,Diesel Fuel Vehicles,Mobile Combustion - Scope 1,Diesel Fuel,All,Diesel Light Trucks,Moderate Control,0.93878
California Department of Conservation,2011,Fleet Vehicles,Passenger vehicles and trucks,Mobile Combustion - Scope 1,Motor Gasoline,All,Gasoline Passenger Cars,Cars (Model Year 2005),444.41206
California Department of Conservation,2011,Fleet Vehicles,Alternate Fuel Vehicles,Mobile Combustion - Scope 1,Alternative Fuels,Compressed Natural Gas (CNG),Light Duty Vehicles,Unspecified Technology,1.64423
California Department of Conservation,2011,Menlo Park (CGS),Purchased Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,47.45442
California Department of Conservation,2011,Sacramento (HQ),Purchased Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,1023.08835
California Department of Conservation,2011,Sacramento (Warehouse),Purchased Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,6.07509
California Department of Conservation,2011,Santa Maria (DOGGR),Purchased Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,9.35468
California Department of Conservation,2011,Ventura (DOGGR),Purchased Electricty,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,16.46297
California Department of Conservation,2012,Bakerfield (DOGGR),Purchased Electricty,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,43.39908
California Department of Conservation,2012,Coalinga (DOGGR),Purchased Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,5.73969
California Department of Conservation,2012,Coalinga (DOGGR),Gas purchase Therms,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,1.63188
California Department of Conservation,2012,Cypress (DOGGR),Purchased Electricty,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,42.09049
California Department of Conservation,2012,El Centro (DOGGR),Purchased Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,7.26396
California Department of Conservation,2012,Fleet Vehicles,Alternate Fuel Vehicles,Mobile Combustion - Scope 1,Alternative Fuels,Compressed Natural Gas (CNG),Light Duty Vehicles,Unspecified Technology,0.38439
California Department of Conservation,2012,Fleet Vehicles,Diesel Fuel Vehicles,Mobile Combustion - Scope 1,Diesel Fuel,All,Diesel Light Trucks,Moderate Control,0.13926
California Department of Conservation,2012,Fleet Vehicles,Passenger vehicles and trucks,Mobile Combustion - Scope 1,Motor Gasoline,All,Gasoline Passenger Cars,Cars (Model Year 2005),436.72316
California Department of Conservation,2012,Menlo Park (CGS),Purchased Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,47.45442
California Department of Conservation,2012,Orcutt (DOGGR),Puchased Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,6.8986
California Department of Conservation,2012,Sacramento (HQ),Purchased Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,955.20433
California Department of Conservation,2012,Sacramento (Warehouse),Purchased Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,5.50196
California Department of Conservation,2012,Santa Maria (DOGGR),Purchased Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,3.97089
California Department of Conservation,2012,Ventura (DOGGR),Purchased Electricty,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,16.46297
California Department of Conservation,2013,Bakerfield (DOGGR),Purchased Electricty,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,36.56274
California Department of Conservation,2013,Coalinga (DOGGR),Purchased Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,8.1873
California Department of Conservation,2013,Coalinga (DOGGR),Gas purchase Therms,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,1.89235
California Department of Conservation,2013,Cypress (DOGGR),Purchased Electricty,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,43.06491
California Department of Conservation,2013,El Centro (DOGGR),Purchased Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,7.26396
California Department of Conservation,2013,Fleet Vehicles,Diesel Fuel Vehicles,Mobile Combustion - Scope 1,Diesel Fuel,All,Diesel Light Trucks,Moderate Control,0.11349
California Department of Conservation,2013,Fleet Vehicles,Alternate Fuel Vehicles,Mobile Combustion - Scope 1,Alternative Fuels,Compressed Natural Gas (CNG),Light Duty Vehicles,Unspecified Technology,0.06512
California Department of Conservation,2013,Fleet Vehicles,Passenger vehicles and trucks,Mobile Combustion - Scope 1,Motor Gasoline,All,Gasoline Passenger Cars,Cars (Model Year 2005),464.0765
California Department of Conservation,2013,Menlo Park (CGS),Purchased Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,47.45442
California Department of Conservation,2013,Orcutt (DOGGR),Puchased Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,16.55664
California Department of Conservation,2013,Sacramento (HQ),Purchased Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,665.35284
California Department of Conservation,2013,Sacramento (Warehouse),Purchased Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,5.89853
California Department of Conservation,2013,Ventura (DOGGR),Purchased Electricty,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,17.88848
California Department of Conservation,2014,Bakerfield (DOGGR),Purchased Electricty,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,60.27016178
California Department of Conservation,2014,Coalinga (DOGGR),Purchased Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,4.995505353
California Department of Conservation,2014,Coalinga (DOGGR),Gas purchase Therms,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,1.8033444
California Department of Conservation,2014,Cypress (DOGGR),Purchased Electricty,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,51.07727396
California Department of Conservation,2014,El Centro (DOGGR),Purchased Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,6.737589893
California Department of Conservation,2014,Fleet Vehicles,Alternate Fuel Vehicles,Mobile Biomass Combustion - Biomass,Alternative Fuels,Ethanol,Light Duty Vehicles,Unspecified Technology,0.129455
California Department of Conservation,2014,Fleet Vehicles,Passenger vehicles and trucks,Mobile Combustion - Scope 1,Motor Gasoline,All,Gasoline Passenger Cars,Cars (Model Year 2005),477.8878979
California Department of Conservation,2014,Menlo Park (CGS),Purchased Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,44.01571226
California Department of Conservation,2014,Orcutt (DOGGR),Puchased Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,6.577634724
California Department of Conservation,2014,Sacramento (HQ),Purchased Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,561.3703928
California Department of Conservation,2014,Sacramento (Warehouse),Purchased Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,3.440566135
California Department of Conservation,2014,Ventura (DOGGR),Purchased Electricty,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,15.27026624
California Department of Consumer Affairs,2010,Bureau of Automotive Repair,E-85 biogenic emissions (Light Duty Vehicles PC & Van),Mobile Biomass Combustion - Biomass,Biofuels,Ethanol,Light Duty Vehicles,Unspecified Technology,0.18572
California Department of Consumer Affairs,2010,Bureau of Automotive Repair,CNG (Medium and Heavy Duty Vehicles),Mobile Combustion - Scope 1,Alternative Fuels,Compressed Natural Gas (CNG),Medium and Heavy-Duty Vehicles,Unspecified Technology,0.58101
California Department of Consumer Affairs,2010,Bureau of Automotive Repair,"E-85 anthropogenic emissions (Gasoline Light Trucks, Vans, Pickup Trucks, SUVs)",Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2008)",0.05104
California Department of Consumer Affairs,2010,Bureau of Automotive Repair,Dual Propane/Unleaded (Forklifts),Mobile Combustion - Scope 1,Alternative Fuels,Propane,All,Unspecified Technology,0.23078
California Department of Consumer Affairs,2010,Bureau of Automotive Repair,Gasoline (Medium and Heavy Duty Trucks),Mobile Combustion - Scope 1,Motor Gasoline,All,Gasoline Medium and Heavy-Duty Trucks and Busses,Model Year 2001,223.40327
California Department of Consumer Affairs,2010,Bureau of Automotive Repair,Gasoline (Passenger Cars),Mobile Combustion - Scope 1,Motor Gasoline,All,Gasoline Passenger Cars,Cars (Model Year 2007),2142.26979
California Department of Consumer Affairs,2010,Bureau of Automotive Repair,"Diesel Vehicles (Medium and Heavy Duty Vans, Pickup Trucks, Trucks)",Mobile Combustion - Scope 1,Diesel Fuel,All,Diesel Medium and Heavy-Duty Trucks and Busses,Medium and Heavy-Duty Vehicles (Model Years 1960-2008),2.20362
California Department of Consumer Affairs,2010,Bureau of Automotive Repair,Methanol Passenger Cars,Mobile Combustion - Scope 1,Alternative Fuels,Methanol,Light Duty Vehicles,Unspecified Technology,0.05635
California Department of Consumer Affairs,2010,Bureau of Automotive Repair,Diesel Vehicles (Tractors),Mobile Combustion - Scope 1,Diesel Fuel,All,Non-Highway,Construction/Mining Equipment,0.24478
California Department of Consumer Affairs,2010,Bureau of Automotive Repair,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)",Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2000)",210.63322
California Department of Consumer Affairs,2010,Bureau of Automotive Repair,Purchased electricity (owned and leased),Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,640.34027
California Department of Consumer Affairs,2010,Bureau of Automotive Repair,Purchased natural gas (leased),Scope 2 (Optional),N/A,N/A,All,Unspecified Technology,160.09155
California Department of Consumer Affairs,2010,Bureau of Automotive Repair,Purchased natural gas (owned),Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,34.01453
California Department of Consumer Affairs,2011,Bureau of Automotive Repair,E-85 biogenic emissions (Light Duty Vehicles PC & Van),Mobile Biomass Combustion - Biomass,Biofuels,Ethanol,Light Duty Vehicles,Unspecified Technology,0.4661
California Department of Consumer Affairs,2011,Bureau of Automotive Repair,E-85 biogenic emissions (Medium and Heavy Duty Vehicles),Mobile Biomass Combustion - Biomass,Biofuels,Ethanol,Medium and Heavy-Duty Vehicles,Unspecified Technology,0.13317
